USBL,SIGNED,40-Man,POS,NAME,B/T,DOB,STATUS,QO,BASE,FG WAR 24,FG WAR 25,GS,IP,AB,USBL,PTS,MLBAM_ID,DECISION,New 40,COST,,,,BA,PTS,MLB,PTS,P1500,PTS,FG,PTS
KEC,D2022219KC108,,8,"CONFIDAN, YERLIN",L,12/16/02,M5,,,,,,,,,,691398,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2015014INC01,,8,"CONFORTO, MICHAEL",,03/01/93,UFA,," $740,000 ",1.30,-0.60,,,439,,,624424,,,,,461.00,8,-0.60,,,,,,,
FA,D2019625BRB22,,0,"CONINE, BRETT",R,10/16/96,UFA,," $740,000 ",,,,,,,,669345,,,,,0.00,0,0.00,,,,,,,
PEC,D2019126PSD05,40,8,"CONINE, GRIFFIN",L,07/11/97,MR5,," $120,600 ",0.40,0.00,,,83,,,665052,INJURED,40," $120,600 ",,87.00,8,0.00,,,,,,,
NYG,D2022144NYG05,,6,"CONLEY, CAL",B,07/17/99,M5,,,,,,,,,,695462,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
MER,D2023709MER26,RELEASE,8,"CONLIFFE, KASHON",,07/05/05,M4,,,,,,,,,,800244,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
BBS,D2024804BBS31,,2,"CONN, COLE",B,07/11/01,M3,,,,,,,,,,813833,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
CHH,D2018365JAS13,RELEASE,8,"CONNELL, JUSTIN ",R,03/11/99,MR5,,,,,,,,,,676667,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
SL1,D2023216SL108,,0,"CONOVER, DREW",R,07/27/01,M4,,,,,,,,,,805418,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2019728BRM31,,1,"CONROY, RYAN",R,12/31/96,MR5,,,,,,,,,,681795,,,,,0.00,1,0.00,,,,,,,
FA,D2014147NEE05,,0,"CONSTANTE, JACOB",L,03/22/94,MR5,,,,,,,,,,642407,,,,,0.00,0,0.00,,,,,,,
SAG,D2019340BOB12,RELEASE,8,"CONSUEGRA, STANLEY",R,09/24/00,MR5,,,,,,,,,,681679,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
BAM,D2025532BAM18,,0,"CONTE, NICK",R/R,04/25/02,M2,,,,,,,,,,694921,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
TUT,D2022441SIM15,,5,"CONTICELLO, GAVIN",L,06/11/03,M5,,,,,,,,ARN 23,8.00,695521,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
FA,D2019712BAB29,,0,"CONTRERAS, EFRAIN",R,01/02/00,MR5,,,,,,,,,,678713,,,,,0.00,0,0.00,,,,,,,
FA,,,1,"CONTRERAS, LUIS",R,04/29/96,UFA,," $740,000 ",0.10,-0.10,0,13,,,,664351,,,,,0.00,1,-0.10,,,,,,,
FA,,,8,"CONTRERAS, MARK",L,01/24/95,UFA,," $740,000 ",,,,,,,,676628,,,,,0.00,8,0.00,,,,,,,
INC,D2018138INC05,40,1,"CONTRERAS, ROANSY ",R,11/07/99,O3,," $740,000 ",-0.40,-0.10,0,13,,,,672710,KEEP,40," $740,000 ",,0.00,1,-0.10,,,,,,,
INC,D2016104ALD04,40,2,"CONTRERAS, WILLIAM",R,12/24/97,A4,," $6,376,627 ",5.40,3.60,,,594,,,661388,KEEP,40," $6,376,627 ",,624.00,2,3.60,,,,,,,
FA,D2013625BGK21,,2,"CONTRERAS, WILLSON",R,05/13/92,UFA,," $740,000 ",2.60,2.80,,,515,,,575929,,,,,541.00,2,2.80,,,,,,,
FA,D2020285FM210,,6,"CONTRERAS, YAN",R,01/30/01,MR5,,,,,,,,,,687073,,,,,0.00,6,0.00,,,,,,,
KEC,D2023414ALC14,,0,"COOK, ALEX",R,03/29/01,M4,,,,,,,,,,702047,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
HAH,D2022613SHC21,,3,"COOK, BILLY",R,09/30/03,M5,,,0.30,0.00,,,6,PIN 14,16.51,695257,KEEP,, $-   ,,6.00,3,0.00,,,,,,,
OSC,D2025161OSC06,,8,"COOK, CASEY",L/R,10/02/02,M2,,,,,,,,TEA HM,0.00,695517,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
HOG,D2022505HOG17,,0,"COOKE, CONNOR",R,11/02/99,M5,,,,,,,,TOA HM,0.00,701566,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2015314SPI11,,1,"COONROD, SAMUEL",R,09/22/92,UFA,," $740,000 ",,,,,,,,656322,,,,,0.00,1,0.00,,,,,,,
FA,"D2014313KC111
D2015522RFS18",,3,"COOPER, GARRETT",R,12/25/90,UFA,," $740,000 ",-0.40,,,,,,,643265,,,,,0.00,3,0.00,,,,,,,
FA,D2017061ALE02,,0,"COOPER, MORGAN",R,09/12/94,MR5,,,,,,,,,,668729,,,,,0.00,0,0.00,,,,,,,
TUT,D2020726SIM30,,2,"COPE, DANIEL",,06/15/97,MR5,,,,,,,,,,684543,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
HOG,D2024492HOG17,,0,"COPEN, PATRICK",R,02/15/02,M3,,,,,,,,,,814527,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2016847RCR46,,8,"COPPOLA, ZACK",L,05/09/94,M5,,,,,,,,,,664686,,,,,0.00,8,0.00,,,,,,,
FA,D2020705SIM28,,1,"CORBETT, JOE",,10/12/96,M5,,,,,,,,,,663782,,,,,0.00,1,0.00,,,,,,,
FA,D2010BRD03,,0,"CORBIN, PATRICK",L,07/19/89,UFA,2020," $740,000 ",1.70,1.90,32,163,,,,571578,,,,,0.00,0,1.90,,,,,,,
FA,D2013685NEE25,,8,"CORDERO, FRANCHY",L,09/02/94,UFA,," $740,000 ",,,,,,,,614173,,,,,0.00,8,0.00,,,,,,,
FA,D2016182NYG07,,1,"CORDERO, JIMMY",,10/19/91,UFA,," $740,000 ",,,,,,,,622772,,,,,0.00,1,0.00,,,,,,,
FA,D2016465BAB16,,0,"CORDERO, STARLIN",R,07/21/98,M5,,,,,,,,,,664318,,,,,0.00,0,0.00,,,,,,,
FA,D2016155ALC06,,8,"CORDOBA, ALLEN",R,12/06/95,UFA,," $740,000 ",,,,,,,,642707,,,,,0.00,8,0.00,,,,,,,
FA,D2018580PBW20,,4,"COREY, KENNY ",L,02/15/95,MR5,,,,,,,,,,677003,,,,,0.00,4,0.00,,,,,,,
MOE,D2023569CHD20,,0,"CORNELIO, RILEY",R,06/06/00,M4,,,,,,,,,,683000,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
INC,D2022473INC16,,6,"CORNIEL, JUAN",B,10/02/02,M5,,,,,,,,,,691284,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
BRM,D2022697NEE27,,0,"CORNIELL, JOSE",R,09/19/03,M5,,,,-0.20,0,2,,TEA 13,16.71,692030,KEEP,, $-   ,,0.00,0,-0.20,,,,,,,
BGK,D2020226NYG08,40,1,"CORNIELLY, JOSHUA",R,01/15/01,O1,," $740,000 ",,,,,,,,681739,KEEP,40," $740,000 ",,0.00,1,0.00,,,,,,,
FA,D2017645BRB22,,0,"CORNISH, GARY",R,01/21/94,M4,,,,,,,,,,656326,,,,,0.00,0,0.00,,,,,,,
BRM,D2025597BRM20,,2,"COROBO, LUIS",R/R,05/02/07,M2,,,,,,,,,,821818,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2022225BAB08,,6,"CORONA, DANIEL",,07/22/03,M4,,,,,,,,,,695522,,,,,0.00,6,0.00,,,,,,,
HAH,D2020694PSD27,WAIVE,8,"CORONA, KENEDY",R,03/21/00,MR5,," $120,600 ",,0.00,,,2,HOA 27,3.26,685744,KEEP,WAIVE, $-   ,,2.00,8,0.00,,,,,,,
BRM,D2013003MER01,40,6,"CORREA, CARLOS",R,09/22/94,FA29,2025," $19,836,960 ",4.30,2.60,,,564,,,621043,KEEP,40," $19,836,960 ",,592.00,6,2.60,,,,,,,
FA,D2019517NYG18,,2,"CORREA, J.C.",R,09/15/98,MR5,,,,,,,,,,682182,,,,,0.00,2,0.00,,,,,,,
FA,D2021161MUN06,,1,"CORREA, JEAN",,02/16/98,M3,,,,,,,,,,681776,,,,,0.00,1,0.00,,,,,,,
FA,D2019721RFS30,,3,"CORREDOR, ALDREM",,10/27/95,MR5,,,,,,,,,,625506,,,,,0.00,3,0.00,,,,,,,
BAM,D2018149BAM05,RELEASE,0,"CORRY, SETH ",L,11/03/98,MR5,,,,,,,,,,671288,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
OSC,D2017115BRM04,40,8,"CORTES, CARLOS",L,06/30/97,MR5,,,,0.70,,,99,,,666126,KEEP,40," $120,600 ",,104.00,8,0.70,,,,,,,
SH1,D2016674MOR24,RELEASE,0,"CORTES, NESTOR",L,12/10/94,FA27,," $5,500,000 ",3.10,-0.90,8,36,,,,641482,RELEASE,," $11,000,000 ",,0.00,0,-0.90,,,,,,,
OSC,D2025101OSC04,,0,"CORTEZ, CHRIS",R/R,10/06/02,M2,,,,,,,,LAA 08,18.40,700933,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
BGK,D2024226BGK08,,0,"CORTEZ, ENNIEL",R,05/01/06,M3,,,,,,,,,,808308,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2018595MUN20,,1,"CORTIJO, HAROLD ",R,04/27/98,MR5,,,,,,,,,,676435,,,,,0.00,1,0.00,,,,,,,
FA,D2021262INC10,,1,"CORTORREAL, ANEUDY",,12/13/99,M5,,,,,,,,,,683676,,,,,0.00,1,0.00,,,,,,,
HOG,D2022711HOG28,RELEASE,8,"CORTORREAL, TEUDIS",L,10/04/03,M5,,,,,,,,,,698944,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2015157ALC06,,0,"COSART, JAKE",R,02/11/94,MR5,,,,,,,,,,656328,,,,,0.00,0,0.00,,,,,,,
KEC,D2016606KC121,RELEASE,1,"COSGROVE, THOMAS ",L,06/14/96,O2,," $740,000 ",-0.20,0.10,0,4,,,,676680,RELEASE,, $-   ,,0.00,1,0.10,,,,,,,
INC,D2024193INC07,,2,"COSSETTI, ANDREW",R,01/31/00,M3,,,,,,,,,,681355,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
GLL,D2022467GLL16,,0,"COSTEIU, RYAN",R,11/28/00,M5,,,,,,,,LAA 22,7.20,695065,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
ALC,D2025477ALC16,,5,"COSTELLO, JACK",R/R,05/17/01,M2,,,,,,,,,,694320,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
FA,D2018556LVP19,,8,"COSTES , MARTY ",R,12/18/95,MR5,,,,,,,,,,664753,,,,,0.00,8,0.00,,,,,,,
FA,D2019282WBR10,,2,"COTTAM, KOLE",,05/30/97,MR5,,,,,,,,,,663526,,,,,0.00,2,0.00,,,,,,,
OSC,D2024445OSC15,,1,"COTTER, CAMERON",R,12/17/98,M3,,,,,,,,,,694650,KEEP,, $-   ,,0.00,1,0.00,,,,,,,
FA,D2019675MER25,,0,"COTTO, GABRIEL",L,05/15/00,MR5,,,,,,,,,,681813,,,,,0.00,0,0.00,,,,,,,
BRB,D2024579BRB20,,0,"COTTO, MAGDIEL",L,06/24/02,M3,,,,,,,,,,694365,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2013507ALD16,,0,"COTTON, JHAREL",R,01/19/92,UFA,," $740,000 ",,,,,,,,605194,,,,,0.00,0,0.00,,,,,,,
BRM,D2013451INC14,40,1,"COULOMBE, DANIEL",L,10/26/89,FA25+,," $5,000,000 ",0.50,0.70,1,45,,,,543056,KEEP,40," $5,000,000 ",,0.00,1,0.70,,,,,,,
FA,D2013034WT1CA,,2,"COULTER, CLINT",R,07/30/93,MR5,,,,,,,,,,621520,,,,,0.00,2,0.00,,,,,,,
HAH,D2024219SHC08,,0,"COUPET, ISAIAH",L,09/27/02,M3,,,,,,,,,,694549,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
PEC,D2025408PEC14,,8,"COUSIN, COREY",R/R,09/28/06,M2,,,,,,,,,,827474,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
FA,FA2022MER,,1,"COUSINS, JAKE",R,07/14/94,UFA,," $740,000 ",0.10,,,,,,,664776,,,,,0.00,1,0.00,,,,,,,
BRB,D2023551BRB19,,3,"COUTNEY, MATT",L,07/08/99,M4,,,,,,,,,,671925,KEEP,, $-   ,,0.00,3,0.00,,,,,,,
FM2,D2025048FM202,,8,"COVA, LUIS",R/R,02/01/07,M2,,,,,,,,MMN 21,9.57,815909,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
RFS,D2024363RFS13,,8,"COVA, RICARDO",R,05/24/04,M3,,,,,,,,,,699698,KEEP,, $-   ,,0.00,8,0.00,,,,X,,,
FA,D2011ALE01,,1,"COVEY, DYLAN",R,08/14/91,UFA,," $740,000 ",,,,,,,,592229,,,,,0.00,1,0.00,,,,,,,
SPI,D2022639SPI22,,5,"COWLES, BEN",R,10/05/03,M5,,,,,,,,CHN 18,14.11,701496,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
TUT,D2022006ALC01,40,8,"COWSER, COLTON",L,03/20/00,O1,," $740,000 ",4.00,0.60,,,343,,,681297,KEEP,40," $740,000 ",,360.00,8,0.60,,,,,,,
FA,D2019176BAM06,,1,"COX, AUSTIN",L,03/28/97,UFA,," $740,000 ",,-0.60,1,22,,,,680735,,,,,0.00,1,-0.60,,,,,,,
SPI,D2023167SPI06,,8,"COX, BRENNER",L,05/11/04,M4,,,,,,,,,,702685,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
HAH,D2023068SHC03,,0,"COX, JACKSON",R,09/25/03,M4,,,,,,,,CON HM,0.00,702484,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
WBR,D2024289WBR10,,8,"COX, JONAH",R,08/04/01,M3,,,,,,,,SFN HM,0.00,813841,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
HOG,D2025095HOG04,,2,"COZART, JACOB",L/R,01/09/03,M2,,,,,,,,CLA 14,18.70,695524,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2016752GLL28,,1,"COZART, LOGAN",R,01/27/93,M5,,,,,,,,,,664910,,,,,0.00,1,0.00,,,,,,,
FA,D2013117NYY03,,8,"COZENS, DYLAN",L,05/31/94,UFA,," $740,000 ",,,,,,,,622226,,,,,0.00,8,0.00,,,,,,,
BAM,D2025502BAM17,,0,"CRAIG, LUKE",L/L,08/06/01,M2,,,,,,,,,,823996,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2022515MUN18,,8,"CRAIG, TRENDON",R,07/11/00,M4,,,,,,,,,,702042,,,,,0.00,8,0.00,,,,,,,
FA,D2017029WBR1S,,3,"CRAIG, WILL",R,11/16/94,MR5,,,,,,,,,,643269,,,,,0.00,3,0.00,,,,,,,
INC,D2025169INC06,,0,"CRANTON, HUNTER",R/R,10/24/00,M2,,,,,,,,SEA 18,14.86,675450,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
BAM,D2025262BAM09,,0,"CRANZ, ROBERT",R/R,05/28/03,M2,,,,,,,,WAN 29,2.09,801128,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
HAH,D2024429SHC15,,0,"CRAVEY, JACOB",R,09/28/01,M3,,,,,,,,,,814837,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2009KAK05,,6,"CRAWFORD, BRANDON",L,01/21/87,UFA,," $740,000 ",0.10,,,,,,,543063,,,,,0.00,6,0.00,,,,,,,
BRB,D2014007NOR01,40,6,"CRAWFORD, J.P.",L,01/11/95,FA27,," $5,624,000 ",1.60,2.80,,,599,,,641487,KEEP,40," $5,624,000 ",,629.00,6,2.80,,,,,,,
NEE,D2023021NEE01,,8,"CRAWFORD, JUSTIN",L,01/13/04,M4,,,,,,,,PHN 03 [86],38.10,702222,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
MOE,D2019259PBW09,40,0,"CRAWFORD, KUTTER",R,04/01/96,O3,," $1,440,000 ",1.90,,,,,,,676710,INJURED,40," $1,440,000 ",,0.00,0,0.00,,,,,,,
BGK,D2020209BAB07,40,1,"CRAWFORD, REGGIE",L,12/04/00,O1,," $740,000 ",,,,,,SFN 10,17.40,686846,INJURED,40," $740,000 ",,0.00,1,0.00,,,,,,,
FA,D2020728LVA30,,8,"CREAL, ASHTON",,03/23/99,M5,,,,,,,,,,689328,,,,,0.00,8,0.00,,,,,,,
FA,D2012373SGP12,,0,"CREASY, JASON",R,05/13/92,MR5,,,,,,,,,,595926,,,,,0.00,0,0.00,,,,,,,
RFS,D2024003RFS01,40,8,"CREWS, DYLAN",R,02/26/02,O1,," $740,000 ",0.50,0.20,,,308,WAN 01 [03],49.72,686611,KEEP,40," $740,000 ",,323.00,8,0.20,,,,,,,
FA,D2012038MER1S,,1,"CRICK, KYLE",R,11/30/92,UFA,," $740,000 ",,,,,,,,605195,,,,,0.00,1,0.00,,,,,,,
INC,D2023493INC17,,0,"CRIGGER, KYLE",R,06/04/99,M4,,,,,,,,,,805732,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
PEC,D2020374PEC13,40,3,"CRIM, BLAINE",,06/17/97,O1,," $740,000 ",,-0.10,,,68,,,688760,KEEP,40," $740,000 ",,71.00,3,-0.10,,,,,,,
SL1,D2023456SL116,,6,"CRISANTES, DEMETRIO",R,09/05/04,M4,,,,,,,,ARN 02 [80],38.94,702679,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,D2016665NEE23,,0,"CRISMATT, NABIL",R,12/25/94,UFA,," $740,000 ",0.10,0.10,5,36,,,,622503,,,,,0.00,0,0.10,,,,,,,
GLL,D2019526GLL18,40,1,"CRISWELL, COOPER",R,07/24/96,O2,," $754,000 ",1.10,0.00,1,19,,,,681867,KEEP,40," $754,000 ",,0.00,1,0.00,,,,,,,
SL1,D2018538BAB18,40,1,"CRISWELL, JEFF ",R,03/10/99,O1,," $740,000 ",0.00,,,,,,,676105,INJURED,40," $740,000 ",,0.00,1,0.00,,,,,,,
SAG,D2018388BAB13,40,0,"CROCHET, GARRETT",L,06/21/99,A4,," $13,003,293 ",4.70,5.80,34,216,,,,676979,KEEP,40," $13,003,293 ",,0.00,0,5.80,,,,,,,
FA,D2017560FM219,,0,"CROHAN, MATT",L,07/27/95,M5,,,,,,,,,,641491,,,,,0.00,0,0.00,,,,,,,
FA,D2012022NYY01,,3,"CRON, C.J.",R,01/05/90,UFA,2022," $740,000 ",,,,,,,,543068,,,,,0.00,3,0.00,,,,,,,
MUN,D2016454WT116,40,4,"CRONENWORTH, JAKE",L,01/21/94,A5,," $7,546,751 ",2.10,2.90,,,440,,,630105,KEEP,40," $7,546,751 ",,462.00,4,2.90,,,,,,,
HOG,FA2025HOG,RELEASE,1,"CRONIN, DECLAN",R,09/24/97,FA26,," $7,000,000 ",1.30,,,,,,,686539,RELEASE,," $7,000,000 ",,0.00,1,0.00,,,,,,,
GLL,D2020107GLL04,,1,"CRONIN, MATT",L,09/20/97,MR5,,,,,,,,,,669091,KEEP,, $-   ,,0.00,1,0.00,,,,,,,
FA,"D2014680BAB34
D2020506RFS17",,8,"CROOK, NARCISO",R,07/12/95,MR5,,,,,,,,,,643271,,,,,0.00,8,0.00,,,,,,,
OSC,D2023188OSC07,,2,"CROOKS III, JIMMY",L,07/19/01,M4,,,,-0.40,,,47,SLN 04,25.46,699625,KEEP,, $-   ,,49.00,2,-0.40,,,,,,,
FA,D2019553SIM19,,2,"CROPLEY, TYLER",,12/10/95,UFA,," $740,000 ",,,,,,,,680418,,,,,0.00,2,0.00,,,,,,,
OSC,D2023008OSC01,,8,"CROSS, GAVIN",L,02/13/01,M4,,,,,,,,KCA 06,22.14,688457,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2022662BGK24,,2,"CROUCH, JOSH",R,09/23/03,M4,,,,,,,,,,676509,,,,,0.00,2,0.00,,,,,,,
BRM,D2018010PBW01,RELEASE,1,"CROUSE, HANS ",R,09/15/98,O1,," $740,000 ",0.20,,,,,,,668968,RELEASE,, $-   ,,0.00,1,0.00,,,,,,,
BGK,D2022399KC114,,0,"CROW, COLEMAN",R,12/30/00,M5,,,,,,,,,,689441,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NYG,D2021007ALC01,40,8,"CROW-ARMSTRONG, PETE",L,03/25/02,O1,," $740,000 ",2.70,5.40,,,621,,,691718,KEEP,40," $740,000 ",,652.00,8,5.40,,,,,,,
SAG,D2025699SAG27,RELEASE,0,"CROWDER, JACK",R/R,07/25/02,M2,,,,,,,,,,694879,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2014266ALE09,,1,"CROWE, WIL",R,09/09/94,UFA,," $740,000 ",,,,,,,,640444,,,,,0.00,1,0.00,,,,,,,
LVA,D2024272LVA10,,0,"CROWELL, WYATT",L,10/13/01,M3,,,,,,,,LAN 23,9.49,694573,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2019389RCR13,,8,"CRUZ, ADANSON",,10/06/00,MR5,,,,,,,,,,677620,,,,,0.00,8,0.00,,,,,,,
KEC,D2025650KEC23,,0,"CRUZ, ANTHONY",R/R,08/19/02,M2,,,,,,,,,,800045,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
BAM,D2022088BRB03,,6,"CRUZ, ARMANDO",R,01/16/04,M5,,,,,,,,,,694182,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,D2022514SL118,,0,"CRUZ, CRISTOPHER",R,01/06/03,M4,,,,,,,,,,691260,,,,,0.00,0,0.00,,,,,,,
FA,D2020702INC27,,5,"CRUZ, CRISTOPHER",,03/28/02,M5,,,,,,,,,,683531,,,,,0.00,5,0.00,,,,,,,
NYG,D2024603NYG21,,0,"CRUZ, DEIVY",L,02/13/04,M3,,,,,,,,,,698942,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
CHH,D2019428JAS15,RELEASE,8,"CRUZ, FADRIEL",,11/12/00,MR5,,,,,,,,,,677571,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2008MON05,,1,"CRUZ, FERNANDO",B,03/28/90,UFA,," $740,000 ",1.20,0.80,0,50,,,,518585,,,,,0.00,1,0.80,,,,,,,
MER,D2025084MER03,,6,"CRUZ, FERNANDO",R/R,11/13/06,M2,,,,,,,,,,815890,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
RFS,D2025070RFS03,,0,"CRUZ, HUMBERTO",R/R,12/18/06,M2,,,,,,,,SDN 05,21.91,814232,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2019674BOB25,,0,"CRUZ, JESUS",,04/15/95,UFA,," $740,000 ",,,,,,,,672911,,,,,0.00,0,0.00,,,,,,,
FA,D2015692BAB27,,6,"CRUZ, JOHAN",,10/08/95,MR5,,,,,,,,,,642711,,,,,0.00,6,0.00,,,,,,,
HIB,D2024146HIB05,,8,"CRUZ, JOHN",L,08/29/05,M3,,,,,,,,,,800476,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
KEC,D2023328BAM11,,0,"CRUZ, JOSE",,05/18/00,M4,,,,,,,,,,678804,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
LVA,D2022641LVA22,RELEASE,0,"CRUZ, NATHANAEL",R,10/06/03,M5,,,,,,,,,,691371,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
HIB,D2021120HIB04,40,0,"CRUZ, OMAR",L,01/26/99,MR5,,,,0.00,0,4,,SDN 20,9.27,678316,KEEP,40," $120,600 ",,0.00,0,0.00,,,,,,,
HIB,D2017171NEE06,40,8,"CRUZ, ONEIL",R,10/04/98,O3,," $2,772,255 ",3.50,1.60,,,495,,,665833,KEEP,40," $2,772,255 ",,520.00,8,1.60,,,,,,,
FA,D2023392LVA14,,6,"CRUZ, RAFAEL",,11/13/03,M3,,,,,,,,,,699269,,,,,0.00,6,0.00,,,,,,,
FA,D2022782KC146,,4,"CRUZ, ROLPHY",B,09/20/03,M4,,,,,,,,,,691338,,,,,0.00,4,0.00,,,,,,,
MER,D2025114MER04,,6,"CRUZ, RONNY",B/R,08/24/06,M2,,,,,,,,CHN 12,20.63,826723,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
HIB,D2023509HIB17,40,1,"CRUZ, STEVEN",,06/15/99,O,," $740,000 ",0.10,0.20,0,48,,,,674444,KEEP,40," $740,000 ",,0.00,1,0.20,,,,,,,
RFS,D2022676RFS25,,0,"CRUZ, STIVEN",R,09/24/03,M5,,,,,,,,,,691602,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
RFS,"D2018480ALE16
D2025688RFS26",,6,"CRUZ, TREI ",B,07/05/98,MR5,,,,,,,,,,669360,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
LVA,D2025757LVA35,,8,"CRUZ, YAN",L/L,10/31/06,M2,,,,,,,,,,813944,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2019137BGK05,,0,"CRUZ, YOVANNY",R,08/23/99,MR5,,,,,,,,,,672442,,,,,0.00,0,0.00,,,,,,,
FA,D2018144BGK05,,8,"CUADRADO, ROMER ",R,09/12/97,M5,,,,,,,,,,660630,,,,,0.00,8,0.00,,,,,,,
FA,D2016726RCR27,,1,"CUAS, JOSE",R,06/28/94,UFA,," $740,000 ",-0.40,,,,,,,621016,,,,,0.00,1,0.00,,,,,,,
NYG,D2020713NYG28,,0,"CUENCA, ANGEL",,07/10/01,MR5,,,,,,,,,,681450,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2006251FB109,,0,"CUETO, JOHNNY",R,02/15/86,UFA,2023," $740,000 ",-0.20,,,,,,,456501,,,,,0.00,0,0.00,,,,,,,
HOG,D2022295HOG10,,6,"CUEVA, DANYER",L,05/27/04,M5,,,,,,,,,,694227,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
ALC,D2025387ALC13,RELEASE,8,"CUEVAS, ELIS",L/R,11/08/04,M2,,,,,,,,,,800433,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
SPI,D2022744SPI33,,0,"CUEVAS, JONNY",R,10/05/03,M5,,,,,,,,,,681328,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NYG,D2024707NYG25,,8,"CUEVAS, YOHAIRO",L,09/16/03,M3,,,,,,,,,,699293,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2008FMM04,,8,"CULBERSON, CHARLES",R,04/10/89,UFA,," $740,000 ",,,,,,,,518586,,,,,0.00,8,0.00,,,,,,,
FA,D2017550SPI19,,0,"CULBRETH, TY",L,04/09/94,MR5,,,,,,,,,,621346,,,,,0.00,0,0.00,,,,,,,
FM2,D2024083MER03,,0,"CULPEPPER, C.J.",R,11/02/01,M3,,,,,,,,MNA 10,21.60,690217,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NEE,D2025027NEE01,,6,"CULPEPPER, KAELEN",R/R,12/29/02,M2,,,,,,,,MNA 04,27.77,701785,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,D2014605ALD21,,6,"CUMANA, GRENNY",B,11/10/95,MR5,,,,,,,,,,640488,,,,,0.00,6,0.00,,,,,,,
FA,D2017122WT105,,2,"CUMBERLAND, BRETT",B,06/25/95,MR5,,,,,,,,,,656340,,,,,0.00,2,0.00,,,,,,,
BRB,D2023524BRB18,,8,"CUMBEST, BRAD",R,07/13/00,M4,,,,,,,,,,690898,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
RFS,D2025658RFS24,,0,"CUMMING, DYLAN",R/R,05/14/99,M2,,,,,,,,,,804706,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
